PARAMETERS: 
 
labelset: expert 
split: train 
lambda: 0.33 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/expert_cls_9.json 
 
F1: 0.8898178188170701 
 
              precision    recall  f1-score   support

         LOC       0.85      0.89      0.87      2239
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Publishing           O                    O                    O                    O                    
and                  O                    O                    O                    O                    
distributing         O                    O                    O                    O                    
neo-Nazi             B-MISC               B-MISC               B-MISC               B-MISC               
material             O                    O                    O                    O                    
is                   O                    O                    O                    O                    
illegal              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
but                  O                    O                    O                    O                    
Lauck                B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
defence              O                    O                    O                    O                    
team                 O                    O                    O                    O                    
had                  O                    O                    O                    O                    
argued               O                    O                    O                    O                    
that                 O                    O                    O                    O                    
U.S                  B-LOC                B-LOC                B-LOC                O                    
freedom              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
speech               O                    O                    O                    O                    
laws                 O                    O                    O                    O                    
meant                O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
free                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
produce              O                    O                    O                    O                    
his                  O                    O                    O                    O                    
swastika-covered     O                    O                    O                    O                    
books                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
magazines            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
videos               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
flags                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
homeland             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Interior             B-ORG                O                    B-PER                O                    
Minister             I-ORG                O                    O                    O                    
Manfred              B-PER                B-PER                B-PER                B-PER                
Kanther              I-PER                I-PER                I-PER                I-PER                
said                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
statement            O                    O                    O                    O                    
he                   O                    O                    O                    O                    
"                    O                    O                    O                    O                    
welcomed             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
prosecution          O                    O                    O                    O                    
and                  O                    O                    O                    O                    
conviction           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
one                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
ringleaders          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
international        O                    O                    O                    O                    
neo-Nazism           B-MISC               B-MISC               B-MISC               B-MISC               
and                  O                    O                    O                    O                    
biggest              O                    O                    O                    O                    
distributers         O                    O                    O                    O                    
of                   O                    O                    O                    O                    
vicious              O                    O                    O                    O                    
racist               O                    O                    O                    O                    
publications         O                    O                    O                    O                    
"                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
It                   O                    O                    O                    O                    
is                   O                    O                    O                    O                    
high                 O                    O                    O                    O                    
time                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
behind               O                    O                    O                    O                    
bars                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
opposition           O                    O                    O                    O                    
Social               B-MISC               B-MISC               B-MISC               B-ORG                
Democrats            I-MISC               I-MISC               I-MISC               I-ORG                
said                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
statement            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
Neither              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
National             B-MISC               B-MISC               B-MISC               B-MISC               
Socialists           I-MISC               I-MISC               I-MISC               I-MISC               
(                    O                    O                    O                    O                    
Nazis                B-MISC               B-MISC               B-MISC               O                    
)                    O                    O                    O                    O                    
nor                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
communists           O                    O                    O                    O                    
dared                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
kidnap               O                    O                    O                    O                    
an                   O                    O                    O                    O                    
American             B-MISC               B-MISC               B-MISC               B-MISC               
citizen              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
he                   O                    O                    O                    O                    
shouted              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
oblique              O                    O                    O                    O                    
reference            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
extradition          O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
from                 O                    O                    O                    O                    
Denmark              B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Bertram              B-PER                B-PER                B-PER                B-PER                
said                 O                    O                    O                    O                    
Lauck                B-PER                B-PER                B-PER                B-PER                
was                  O                    O                    O                    O                    
obsessed             O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Nazism               B-MISC               B-MISC               B-MISC               O                    
and                  O                    O                    O                    O                    
devoted              O                    O                    O                    O                    
his                  O                    O                    O                    O                    
life                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
leading              O                    O                    O                    O                    
his                  O                    O                    O                    O                    
National             B-ORG                B-ORG                B-ORG                B-ORG                
Socialist            I-ORG                I-ORG                I-ORG                I-ORG                
German               I-ORG                I-ORG                I-ORG                I-ORG                
Workers              I-ORG                I-ORG                I-ORG                I-ORG                
'                    I-ORG                I-ORG                I-ORG                I-ORG                
Party                I-ORG                I-ORG                I-ORG                I-ORG                
Foreign              I-ORG                I-ORG                I-ORG                I-ORG                
Organisation         I-ORG                I-ORG                I-ORG                I-ORG                
(                    O                    O                    O                    O                    
NSDAP-AO             B-ORG                B-ORG                B-ORG                B-ORG                
)                    O                    O                    O                    O                    
,                    O                    O                    O                    O                    
which                O                    O                    O                    O                    
derives              O                    O                    O                    O                    
its                  O                    O                    O                    O                    
name                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
full                 O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
title                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Hitler               B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
Nazi                 B-MISC               B-MISC               B-MISC               O                    
party                O                    O                    O                    B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
During               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
three-month          O                    O                    O                    O                    
trial                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
court                O                    O                    O                    O                    
dealt                O                    O                    O                    O                    
mainly               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
issues               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
NSDAP-AO             B-ORG                B-ORG                B-ORG                B-ORG                
's                   O                    O                    O                    O                    
"                    O                    O                    O                    O                    
NS                   B-ORG                B-ORG                B-ORG                O                    
Kampfruf             I-ORG                I-ORG                I-ORG                O                    
"                    O                    O                    O                    B-ORG                
(                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
National             B-ORG                B-ORG                B-ORG                B-ORG                
Socialist            I-ORG                I-ORG                I-ORG                I-ORG                
Battle               I-ORG                I-ORG                I-ORG                I-ORG                
Cry                  I-ORG                I-ORG                I-ORG                I-ORG                
"                    O                    O                    O                    O                    
)                    O                    O                    O                    O                    
magazine             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
filled               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
references           O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Aryan                B-MISC               B-MISC               B-MISC               B-MISC               
supremacy            O                    O                    O                    O                    
and                  O                    O                    O                    O                    
defamatory           O                    O                    O                    O                    
statements           O                    O                    O                    O                    
about                O                    O                    O                    O                    
Jews                 B-MISC               B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
court                O                    O                    O                    O                    
rejected             O                    O                    O                    O                    
Sieg                 B-PER                B-PER                B-MISC               B-PER                
's                   O                    O                    O                    O                    
argument             O                    O                    O                    O                    
that                 O                    O                    O                    O                    
Lauck                B-PER                B-PER                B-PER                O                    
's                   O                    O                    O                    B-PER                
extradition          O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Denmark              B-LOC                B-LOC                B-LOC                O                    
,                    O                    O                    O                    O                    
where                O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
arrested             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
March                O                    O                    O                    O                    
last                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
at                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
request              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               O                    
authorities          O                    O                    O                    O                    
,                    O                    O                    O                    B-MISC               
was                  O                    O                    O                    O                    
illegal              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Lauck                B-PER                B-PER                B-PER                B-PER                
was                  O                    O                    O                    O                    
also                 O                    O                    O                    O                    
convicted            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
disseminating        O                    O                    O                    O                    
the                  O                    O                    O                    O                    
symbols              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
anti-constitutional  O                    O                    B-MISC               O                    
organisations        O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BRUSSELS             B-LOC                B-LOC                B-MISC               B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
representative       O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
European             B-ORG                B-ORG                B-ORG                O                    
Union                I-ORG                I-ORG                I-ORG                O                    
's                   O                    O                    O                    O                    
veterinary           O                    O                    O                    O                    
committee            O                    O                    O                    O                    
Werner               B-PER                B-PER                B-PER                O                    
Zwingmann            I-PER                I-PER                I-PER                O                    
said                 O                    O                    O                    B-PER                
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
consumers            O                    O                    O                    O                    
should               O                    O                    O                    O                    
buy                  O                    O                    O                    O                    
sheepmeat            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
countries            O                    O                    O                    O                    
other                O                    O                    O                    O                    
than                 O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                O                    
until                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
scientific           O                    O                    O                    O                    
advice               O                    O                    O                    O                    
was                  O                    O                    O                    O                    
clearer              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
We                   O                    O                    O                    O                    
do                   O                    O                    O                    O                    
n't                  O                    O                    O                    O                    
support              O                    O                    O                    O                    
any                  O                    O                    O                    O                    
such                 O                    O                    O                    O                    
recommendation       O                    O                    O                    O                    
because              O                    O                    O                    O                    
we                   O                    O                    O                    O                    
do                   O                    O                    O                    O                    
n't                  O                    O                    O                    O                    
see                  O                    O                    O                    O                    
any                  O                    O                    O                    O                    
grounds              O                    O                    O                    O                    
for                  O                    O                    O                    O                    
it                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Commission           B-ORG                B-ORG                O                    B-ORG                
's                   O                    O                    O                    O                    
chief                O                    O                    O                    O                    
spokesman            O                    O                    O                    O                    
Nikolaus             B-PER                B-PER                B-PER                B-PER                
van                  I-PER                I-PER                I-PER                I-PER                
der                  I-PER                I-PER                I-PER                I-PER                
Pas                  I-PER                I-PER                I-PER                I-PER                
told                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
news                 O                    O                    O                    O                    
briefing             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Fischler             B-PER                B-PER                B-PER                B-PER                
proposed             O                    O                    O                    O                    
EU-wide              B-LOC                B-MISC               O                    O                    
measures             O                    O                    O                    O                    
after                O                    O                    O                    O                    
reports              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
France               B-LOC                B-LOC                B-LOC                B-LOC                
that                 O                    O                    O                    O                    
under                O                    O                    O                    O                    
laboratory           O                    O                    O                    O                    
conditions           O                    O                    O                    O                    
sheep                O                    O                    O                    O                    
could                O                    O                    O                    O                    
contract             O                    O                    O                    O                    
Bovine               B-MISC               B-MISC               B-MISC               B-MISC               
Spongiform           I-MISC               I-MISC               I-MISC               I-MISC               
Encephalopathy       I-MISC               I-MISC               I-MISC               I-MISC               
(                    O                    O                    O                    O                    
BSE                  B-MISC               B-MISC               B-MISC               B-MISC               
)                    O                    O                    O                    O                    
--                   O                    O                    O                    O                    
mad                  O                    O                    O                    O                    
cow                  O                    O                    O                    O                    
disease              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Spanish              B-MISC               B-MISC               B-MISC               B-MISC               
Farm                 O                    O                    O                    O                    
Minister             O                    O                    O                    O                    
Loyola               B-PER                B-PER                B-ORG                B-PER                
de                   I-PER                I-PER                I-ORG                I-PER                
Palacio              I-PER                I-PER                I-ORG                I-PER                
had                  O                    O                    O                    O                    
earlier              O                    O                    O                    O                    
accused              O                    O                    O                    O                    
Fischler             B-PER                B-PER                B-PER                B-PER                
at                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
EU                   B-ORG                B-ORG                B-ORG                B-ORG                
farm                 O                    O                    O                    O                    
ministers            O                    O                    O                    O                    
'                    O                    O                    O                    O                    
meeting              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
causing              O                    O                    O                    O                    
unjustified          O                    O                    O                    O                    
alarm                O                    O                    O                    O                    
through              O                    O                    O                    O                    
"                    O                    O                    O                    O                    
dangerous            O                    O                    O                    O                    
generalisation       O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
What                 O                    O                    O                    O                    
we                   O                    O                    O                    O                    
have                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
be                   O                    O                    O                    O                    
extremely            O                    O                    O                    O                    
careful              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
is                   O                    O                    O                    O                    
how                  O                    O                    O                    O                    
other                O                    O                    O                    O                    
countries            O                    O                    O                    O                    
are                  O                    O                    O                    O                    
going                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
take                 O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
lead                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Welsh                B-ORG                B-ORG                B-ORG                B-ORG                
National             I-ORG                I-ORG                I-ORG                I-ORG                
Farmers              I-ORG                I-ORG                I-ORG                I-ORG                
'                    I-ORG                I-ORG                I-ORG                I-ORG                
Union                I-ORG                I-ORG                I-ORG                I-ORG                
(                    O                    O                    O                    B-ORG                
NFU                  B-ORG                B-ORG                B-ORG                O                    
)                    O                    O                    O                    B-ORG                
chairman             O                    O                    O                    O                    
John                 B-PER                B-PER                B-PER                B-PER                
Lloyd                I-PER                I-PER                I-PER                I-PER                
Jones                I-PER                I-PER                I-PER                I-PER                
said                 O                    O                    O                    O                    
