PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_5.json 
 
F1: 0.5710761278195489 
 
              precision    recall  f1-score   support

         LOC       0.55      0.84      0.67      2239
alliance             O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
put                  O                    O                    O                    O                    
off                  O                    O                    O                    O                    
until                O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
official             O                    O                    O                    O                    
Kabul                B-ORG                B-ORG                B-ORG                B-LOC                
Radio                I-ORG                I-ORG                I-ORG                I-LOC                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
embattled            O                    O                    O                    O                    
Afghan               B-MISC               B-MISC               B-MISC               B-MISC               
government           O                    O                    O                    O                    
said                 O                    O                    O                    O                    
last                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
that                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Kabul-Salang         B-LOC                B-LOC                B-LOC                B-LOC                
highway              O                    O                    O                    O                    
would                O                    O                    O                    O                    
be                   O                    O                    O                    O                    
opened               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Monday               O                    O                    O                    O                    
or                   O                    O                    O                    O                    
Tuesday              O                    O                    O                    O                    
following            O                    O                    O                    O                    
talks                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
the                  O                    B-ORG                B-ORG                B-ORG                
Supreme              B-ORG                B-ORG                B-LOC                B-ORG                
Coordination         I-ORG                I-ORG                I-LOC                I-ORG                
Council              I-ORG                I-ORG                I-LOC                I-ORG                
alliance             O                    O                    O                    O                    
led                  O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Jumbish-i-Milli      B-ORG                B-ORG                B-ORG                B-ORG                
movement             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
powerful             O                    O                    O                    O                    
opposition           O                    O                    O                    O                    
warlord              O                    O                    O                    O                    
General              O                    B-PER                B-PER                B-PER                
Abdul                B-PER                B-PER                B-PER                B-PER                
Rashid               I-PER                I-PER                I-PER                I-PER                
Dostum               I-PER                I-PER                I-PER                I-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
Salang               B-LOC                B-LOC                B-LOC                B-LOC                
highway              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Afghanistan          B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
main                 O                    O                    O                    O                    
route                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Central              B-LOC                B-LOC                B-LOC                B-LOC                
Asia                 I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
controlled           O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Dostum               B-PER                B-ORG                B-ORG                B-PER                
since                O                    O                    O                    O                    
he                   O                    O                    O                    O                    
began                O                    O                    O                    O                    
fighting             O                    O                    O                    O                    
President            O                    B-PER                B-PER                B-PER                
Burhanuddin          B-PER                B-PER                B-PER                B-PER                
Rabbani              I-PER                I-PER                I-PER                I-PER                
's                   O                    O                    O                    O                    
government           O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Kabul                B-LOC                B-LOC                B-LOC                B-PER                
in                   O                    O                    O                    O                    
January              O                    O                    O                    O                    
1994                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
alliance             O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Hezb-i-Islami        B-ORG                B-PER                B-LOC                B-PER                
party                O                    O                    O                    O                    
leader               O                    O                    O                    O                    
Gulbuddin            B-PER                B-PER                B-PER                B-PER                
Hekmatyar            I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
then                 O                    O                    O                    O                    
prime                O                    O                    O                    O                    
minister             O                    O                    O                    O                    
but                  O                    B-ORG                B-ORG                B-PER                
rival                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
president            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Hekmatyar            B-PER                B-ORG                B-ORG                B-ORG                
rejoined             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
government           O                    O                    O                    O                    
as                   O                    O                    O                    O                    
prime                O                    O                    O                    O                    
minister             O                    O                    O                    O                    
last                 O                    O                    O                    O                    
June                 O                    O                    O                    O                    
under                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
peace                O                    O                    O                    O                    
pact                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Rabbani              B-PER                B-PER                B-ORG                B-ORG                
and                  O                    O                    O                    O                    
has                  O                    O                    O                    O                    
since                O                    O                    O                    O                    
been                 O                    O                    O                    O                    
trying               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
persuade             O                    O                    O                    O                    
other                O                    O                    O                    O                    
opposition           O                    O                    O                    O                    
factions             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
follow               O                    O                    O                    O                    
suit                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Tokyo                B-ORG                B-LOC                B-ORG                B-LOC                
Soir                 I-ORG                B-ORG                B-ORG                B-ORG                
-                    O                    I-ORG                I-ORG                I-ORG                
1996                 O                    I-ORG                I-ORG                I-ORG                
parent               O                    O                    O                    O                    
forecast             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
TOKYO                B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ord                  O                    B-MISC               B-ORG                B-MISC               
div                  O                    O                    O                    O                    
10.00                O                    O                    O                    O                    
yen                  O                    O                    O                    O                    
10.00                O                    O                    O                    O                    
yen                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
GENEVA               B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Draws                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
round                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
European             B-MISC               B-MISC               B-ORG                B-LOC                
club                 O                    O                    O                    O                    
soccer               O                    O                    O                    O                    
competitions         O                    O                    O                    O                    
made                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
(                    O                    O                    O                    O                    
x                    O                    O                    O                    O                    
denotes              O                    O                    O                    O                    
seeded               O                    O                    O                    O                    
team                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
UEFA                 B-MISC               B-ORG                B-ORG                B-ORG                
Cup                  I-MISC               O                    O                    O                    
Lyngby               B-ORG                O                    O                    O                    
(                    O                    O                    O                    O                    
Denmark              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
v                    O                    O                    O                    O                    
x-Club               B-ORG                B-ORG                B-ORG                B-ORG                
Brugge               I-ORG                B-LOC                B-LOC                B-ORG                
(                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Casino               B-ORG                O                    O                    O                    
Graz                 I-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
Austria              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
v                    O                    O                    O                    O                    
Ekeren               B-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Besiktas             B-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
Turkey               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
v                    O                    O                    O                    O                    
Molenbeek            B-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Alania               B-ORG                B-PER                B-LOC                B-LOC                
Vladikavkaz          I-ORG                I-PER                I-LOC                I-LOC                
(                    O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
v                    O                    O                    O                    O                    
x-Anderlecht         B-ORG                B-LOC                B-ORG                B-LOC                
(                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Cup                  B-MISC               O                    O                    O                    
Winners              I-MISC               O                    O                    O                    
'                    I-MISC               O                    O                    O                    
Cup                  I-MISC               O                    O                    O                    
x-Cercle             B-ORG                B-ORG                B-ORG                B-ORG                
Brugge               I-ORG                I-ORG                I-ORG                I-ORG                
(                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
v                    O                    O                    O                    O                    
Brann                B-ORG                B-ORG                B-LOC                B-ORG                
Bergen               I-ORG                I-ORG                I-LOC                I-ORG                
(                    O                    O                    O                    O                    
Norway               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
3.                   O                    O                    O                    O                    
Tommi                B-PER                B-PER                B-PER                B-PER                
Makinen              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Finland              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Mitsubishi           B-MISC               B-MISC               B-ORG                B-MISC               
Lancer               I-MISC               I-MISC               I-ORG                I-MISC               
8                    O                    O                    O                    O                    
seconds              O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
5.                   O                    O                    O                    O                    
Kenneth              B-PER                B-PER                B-PER                B-PER                
Eriksson             I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Sweden               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Subaru               B-MISC               B-ORG                B-MISC               B-ORG                
Impreza              I-MISC               B-MISC               B-MISC               B-MISC               
2:05                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SHATOI               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-MISC               B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Reuters              B-ORG                B-ORG                B-ORG                B-ORG                
cameraman            O                    O                    O                    O                    
Liutauras            B-PER                B-PER                B-PER                B-PER                
Stremaitis           I-PER                I-PER                I-PER                I-PER                
said                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
column               O                    B-LOC                B-ORG                B-ORG                
of                   O                    O                    O                    O                    
around               O                    O                    O                    O                    
40                   O                    O                    O                    O                    
vehicles             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
including            O                    O                    O                    O                    
tanks                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
armoured             O                    O                    O                    O                    
personnel            O                    O                    O                    O                    
carriers             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
artillery            O                    O                    O                    O                    
cannons              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
lorries              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
escorted             O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Chechen              B-MISC               B-LOC                B-LOC                B-LOC                
rebels               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
pulled               O                    O                    O                    O                    
out                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
village              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Shatoi               B-LOC                B-LOC                B-LOC                B-LOC                
towards              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
border               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
around               O                    O                    O                    O                    
50                   O                    O                    O                    O                    
km                   O                    O                    O                    O                    
(                    O                    O                    O                    O                    
31                   O                    O                    O                    O                    
miles                O                    O                    O                    O                    
)                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
north                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    O                    O                    
Grozny               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Shkirko              B-PER                B-LOC                B-LOC                B-LOC                
told                 O                    O                    O                    O                    
Interfax             B-ORG                B-ORG                B-LOC                B-ORG                
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
suspending           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
pullout              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
troops               O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
capital              O                    O                    O                    O                    
until                O                    O                    O                    O                    
weapons              O                    O                    O                    O                    
seized               O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Chechens             B-MISC               B-MISC               B-LOC                B-LOC                
were                 O                    O                    O                    O                    
returned             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Result               O                    B-ORG                B-ORG                B-ORG                
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
French               B-MISC               B-MISC               B-MISC               B-LOC                
first                O                    O                    O                    O                    
division             O                    O                    O                    O                    
match                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AMSTERDAM            B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Arthur               B-PER                B-PER                B-ORG                B-PER                
Numan                I-PER                I-PER                I-ORG                I-PER                
and                  O                    I-PER                I-ORG                I-PER                
Luc                  B-PER                B-PER                B-PER                B-PER                
Nilis                I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
Dutch                B-MISC               B-MISC               B-MISC               B-MISC               
top                  O                    O                    O                    O                    
scorer               O                    O                    O                    O                    
last                 O                    O                    O                    O                    
season               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
were                 O                    O                    O                    O                    
PSV                  B-ORG                B-LOC                B-ORG                B-ORG                
's                   O                    O                    O                    O                    
other                O                    O                    O                    O                    
marksmen             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ajax                 B-ORG                B-ORG                B-ORG                B-ORG                
Amsterdam            I-ORG                B-LOC                B-LOC                B-ORG                
opened               O                    O                    O                    O                    
their                O                    O                    O                    O                    
title                O                    O                    O                    O                    
defence              O                    O                    O                    O                    
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
1-0                  O                    O                    O                    O                    
win                  O                    O                    O                    O                    
over                 O                    O                    O                    O                    
NAC                  B-ORG                B-ORG                B-ORG                B-ORG                
Breda                I-ORG                I-ORG                I-ORG                I-ORG                
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CRICKET              O                    B-ORG                B-ORG                B-ORG                
-                    O                    I-ORG                I-ORG                I-ORG                
ENGLAND              B-ORG                B-LOC                B-LOC                B-LOC                
V                    O                    B-ORG                B-ORG                B-ORG                
PAKISTAN             B-ORG                B-LOC                B-LOC                B-LOC                
FINAL                O                    B-ORG                B-LOC                B-ORG                
TEST                 O                    O                    O                    O                    
SCOREBOARD           O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Scoreboard           O                    B-ORG                B-LOC                B-ORG                
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
day                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Bowling              O                    O                    O                    O                    
(                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
date                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
:                    O                    O                    O                    O                    
Lewis                B-PER                B-LOC                B-PER                B-LOC                
9-1-49-0             O                    B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
Mullally             B-PER                B-MISC               B-PER                B-MISC               
9-3-28-0             O                    I-MISC               I-PER                I-MISC               
,                    O                    O                    O                    O                    
Croft                B-PER                O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BRUSSELS             B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    
