PARAMETERS: 
 
labelset: original 
split: train 
lambda: 0 
k: 3 
 
 
CLS: 
 
Run 1: 
 
File: ./results/original_cls_4.json 
 
F1: 0.8215968261839821 
 
              precision    recall  f1-score   support

         LOC       0.78      0.80      0.79      2239
favourite            O                    O                    O                    O                    
Mind                 B-MISC               B-PER                B-PER                B-PER                
Games                I-MISC               I-PER                I-PER                I-PER                
in                   O                    O                    O                    O                    
fourth               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Pivotal              B-MISC               B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Royal                B-MISC               B-PER                B-PER                B-MISC               
Ascot                I-MISC               I-PER                I-PER                I-MISC               
winner               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
June                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
may                  O                    O                    O                    O                    
now                  O                    O                    O                    O                    
be                   O                    O                    O                    O                    
aimed                O                    O                    O                    O                    
at                   O                    O                    O                    O                    
this                 O                    O                    O                    O                    
season               O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Abbaye               B-MISC               B-MISC               B-PER                B-MISC               
,                    O                    O                    O                    O                    
Europe               B-LOC                B-LOC                B-PER                B-MISC               
's                   O                    O                    O                    O                    
top                  O                    O                    O                    O                    
sprint               O                    O                    O                    O                    
race                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BADMINTON            O                    O                    O                    O                    
-                    O                    O                    O                    O                    
MALAYSIAN            B-MISC               B-MISC               B-MISC               B-LOC                
OPEN                 I-MISC               I-MISC               I-MISC               I-LOC                
RESULTS              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
KUALA                B-LOC                B-LOC                B-PER                B-LOC                
LUMPUR               I-LOC                I-LOC                I-PER                I-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
9/16                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Luo                  B-PER                B-PER                B-PER                B-PER                
Yigang               I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Hwang                B-PER                B-PER                B-PER                B-PER                
Sun-ho               I-PER                B-MISC               B-PER                B-PER                
(                    O                    O                    O                    O                    
South                B-LOC                B-LOC                B-LOC                B-PER                
Korea                I-LOC                I-LOC                I-LOC                I-PER                
)                    O                    O                    O                    O                    
15-3                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Jason                B-PER                B-PER                B-PER                B-PER                
Wong                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Malaysia             B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Abdul                B-PER                B-PER                B-PER                B-LOC                
Samad                I-PER                I-PER                I-PER                I-LOC                
Ismail               I-PER                I-PER                I-PER                I-LOC                
(                    O                    O                    O                    O                    
Malaysia             B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
16-18                O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Wijaya               B-PER                B-PER                B-PER                B-PER                
Indra                I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
5/8                  O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Pang                 B-PER                B-PER                B-PER                B-PER                
Chen                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Malaysia             B-LOC                B-LOC                B-LOC                B-PER                
)                    O                    O                    O                    O                    
15-6                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
3/4                  O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Hu                   B-PER                B-PER                B-PER                B-PER                
Zhilan               I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Nunung               B-PER                B-PER                B-PER                B-PER                
Subandoro            I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-PER                
)                    O                    O                    O                    O                    
5-15                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
9/16                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Hermawan             B-PER                B-PER                B-PER                B-PER                
Susanto              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-PER                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
1                    O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Fung                 B-PER                B-PER                B-PER                B-PER                
Permadi              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SPA-FRANCORCHAMPS    B-LOC                B-LOC                B-MISC               B-MISC               
,                    O                    O                    O                    O                    
Belgium              B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Belgian              B-MISC               B-MISC               B-LOC                B-LOC                
Grand                I-MISC               B-MISC               B-MISC               B-PER                
Prix                 I-MISC               I-MISC               I-MISC               I-PER                
motor                O                    O                    O                    O                    
race                 O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
7.                   O                    O                    O                    O                    
Damon                B-PER                B-PER                B-ORG                B-PER                
Hill                 I-PER                I-PER                I-ORG                I-PER                
(                    O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Williams             B-ORG                B-ORG                B-ORG                B-ORG                
1:55.281             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
8.                   O                    O                    O                    O                    
Michael              B-PER                B-PER                B-ORG                B-PER                
Schumacher           I-PER                I-PER                I-ORG                I-PER                
(                    O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
1:55.333             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
10.                  O                    O                    O                    O                    
Rubens               B-PER                B-PER                B-ORG                B-PER                
Barrichello          I-PER                I-PER                I-ORG                I-PER                
(                    O                    O                    O                    O                    
Brazil               B-LOC                B-LOC                B-ORG                B-LOC                
)                    O                    O                    O                    O                    
Jordan               B-ORG                B-ORG                B-ORG                B-ORG                
1:55.645             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
GDANSK               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Poland               B-LOC                B-LOC                B-MISC               B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
A                    O                    O                    O                    O                    
Polish               B-MISC               B-MISC               B-MISC               B-LOC                
schoolgirl           O                    O                    O                    O                    
blackmailed          O                    O                    O                    O                    
two                  O                    O                    O                    O                    
women                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
anonymous            O                    O                    O                    O                    
letters              O                    O                    O                    O                    
threatening          O                    O                    O                    O                    
death                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
later                O                    O                    O                    O                    
explained            O                    O                    O                    O                    
that                 O                    O                    O                    O                    
she                  O                    O                    O                    O                    
needed               O                    O                    O                    O                    
money                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
textbooks            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
police               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
Interviewed          O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
presence             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
psychologist         O                    O                    O                    O                    
,                    O                    O                    O                    O                    
she                  O                    O                    O                    O                    
said                 O                    O                    O                    O                    
she                  O                    O                    O                    O                    
wanted               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
use                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
money                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
school               O                    O                    O                    O                    
books                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
clothes              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
spokesman            O                    O                    O                    O                    
Kazimierz            B-PER                B-PER                B-LOC                B-LOC                
Socha                I-PER                I-PER                I-LOC                I-LOC                
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
ZURICH               B-LOC                B-LOC                B-MISC               B-MISC               
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Swiss                B-MISC               B-MISC               B-LOC                B-MISC               
Grand                B-MISC               B-MISC               B-LOC                B-MISC               
Prix                 I-MISC               I-MISC               I-LOC                I-MISC               
World                B-MISC               B-MISC               B-MISC               B-MISC               
Cup                  I-MISC               I-MISC               I-MISC               I-MISC               
cycling              O                    O                    O                    O                    
race                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
4.                   O                    O                    O                    O                    
Lance                B-PER                B-PER                B-LOC                B-PER                
Armstrong            I-PER                I-PER                I-LOC                I-PER                
(                    O                    O                    O                    O                    
U.S.                 B-LOC                B-LOC                B-MISC               B-LOC                
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
5.                   O                    O                    O                    O                    
Armstrong            B-PER                B-PER                B-MISC               B-PER                
81                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Mass                 B-LOC                B-LOC                B-LOC                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BOSTON               B-LOC                B-LOC                B-LOC                B-PER                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
William              B-PER                B-PER                B-PER                B-PER                
Weld                 I-PER                I-PER                I-PER                I-PER                
is                   O                    O                    O                    O                    
working              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
stop                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
bid                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
win                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
U.S.                 B-LOC                B-LOC                B-ORG                B-LOC                
Senate               B-ORG                B-ORG                B-ORG                B-MISC               
seat                 O                    O                    O                    O                    
because              O                    O                    O                    O                    
she                  O                    O                    O                    O                    
does                 O                    O                    O                    O                    
n't                  O                    O                    O                    O                    
want                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
leave                O                    O                    O                    O                    
Massachusetts        B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Weld                 B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
speaking             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
WBUR-FM              B-ORG                B-ORG                B-ORG                B-PER                
radio                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
facing               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
revolt               O                    O                    O                    O                    
from                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
daughter             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
part                 O                    O                    O                    O                    
because              O                    O                    O                    O                    
she                  O                    O                    O                    O                    
does                 O                    O                    O                    O                    
not                  O                    O                    O                    O                    
want                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
leave                O                    O                    O                    O                    
Cambridge            B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Massachusetts        B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
move                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Washington           B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Tracy                B-PER                B-PER                B-LOC                B-PER                
is                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
great-granddaughter  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Democratic           B-MISC               B-MISC               B-MISC               B-MISC               
former               O                    O                    O                    O                    
President            O                    O                    O                    O                    
Franklin             B-PER                B-LOC                B-MISC               B-PER                
Roosevelt            I-PER                I-LOC                I-MISC               I-PER                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
support              O                    O                    O                    O                    
for                  O                    O                    O                    O                    
Democrats            B-MISC               B-MISC               B-LOC                B-MISC               
runs                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
family               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
Roosevelts           B-PER                B-PER                B-ORG                B-PER                
are                  O                    O                    O                    O                    
good                 O                    O                    O                    O                    
friends              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Weld                 B-PER                B-PER                B-PER                B-PER                
and                  O                    O                    O                    O                    
his                  O                    O                    O                    O                    
wife                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Susan                B-PER                B-PER                B-PER                B-PER                
Roosevelt            I-PER                I-PER                I-PER                I-PER                
Weld                 I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
descendant           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
former               O                    O                    O                    O                    
President            O                    O                    O                    O                    
Theodore             B-PER                B-PER                B-PER                B-PER                
Roosevelt            I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
won                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
presidency           O                    O                    O                    O                    
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Republican           B-MISC               B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
LEADING              O                    O                    O                    O                    
GOALSCORERS          O                    O                    O                    O                    
IN                   O                    O                    O                    O                    
POLISH               B-MISC               B-MISC               B-MISC               B-PER                
FIRST                O                    O                    O                    O                    
DIVISION             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
WARSAW               B-LOC                B-LOC                B-MISC               B-PER                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Leading              O                    O                    O                    O                    
goalscorers          O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Polish               B-MISC               B-MISC               B-MISC               B-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
TORONTO              B-LOC                B-LOC                B-MISC               B-MISC               
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
3                    O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Wayne                B-PER                B-PER                B-MISC               B-PER                
Ferreira             I-PER                I-PER                I-MISC               I-PER                
(                    O                    O                    O                    O                    
South                B-LOC                B-LOC                B-MISC               B-LOC                
Africa               I-LOC                I-LOC                I-MISC               I-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Todd                 B-PER                B-PER                B-MISC               B-PER                
Woodbridge           I-PER                I-PER                I-MISC               I-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
Australia            B-LOC                B-LOC                B-MISC               B-LOC                
)                    O                    O                    O                    O                    
6-2                  O                    O                    O                    O                    
6-4                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
UEFA                 B-ORG                B-ORG                B-LOC                B-ORG                
REWARDS              O                    O                    O                    O                    
THREE                O                    O                    O                    O                    
COUNTRIES            O                    O                    O                    O                    
FOR                  O                    O                    O                    O                    
FAIR                 O                    O                    O                    O                    
PLAY                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
third                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
final                O                    O                    O                    O                    
test                 O                    O                    O                    O                    
between              O                    O                    O                    O                    
England              B-ORG                B-LOC                B-LOC                B-LOC                
